Agent,Answered (Y/N),Avg Talk Duration,Call Id,Date,Resolved,Time,Topic,Satisfaction rating,Speed of answer in seconds
Diane,Y,30-12-1899 00:00:47,ID3371,2021-02-28,Y,30-12-1899 14:48:29,Contract related,4,53
Diane,Y,30-12-1899 00:06:54,ID3756,2021-03-07,Y,30-12-1899 10:01:55,Contract related,4,23
Diane,Y,30-12-1899 00:01:53,ID3808,2021-03-08,Y,30-12-1899 10:29:17,Contract related,4,30
Diane,Y,30-12-1899 00:02:39,ID4041,2021-03-12,Y,30-12-1899 11:12:29,Contract related,4,42
Diane,Y,30-12-1899 00:01:04,ID4128,2021-03-14,Y,30-12-1899 10:07:41,Contract related,4,34
Diane,Y,30-12-1899 00:03:02,ID4893,2021-03-29,Y,30-12-1899 10:04:48,Contract related,4,63
Diane,Y,30-12-1899 00:03:57,ID4945,2021-03-29,Y,30-12-1899 16:48:00,Contract related,4,68
Greg,Y,30-12-1899 00:06:32,ID1083,2021-01-19,Y,30-12-1899 16:09:07,Contract related,4,90
Greg,Y,30-12-1899 00:03:44,ID1438,2021-01-26,Y,30-12-1899 14:18:14,Contract related,4,56
Greg,Y,30-12-1899 00:02:29,ID1446,2021-01-26,Y,30-12-1899 15:21:36,Contract related,4,65
Greg,Y,30-12-1899 00:01:57,ID1570,2021-01-28,Y,30-12-1899 17:16:48,Contract related,4,121
Greg,Y,30-12-1899 00:05:05,ID1930,2021-02-03,Y,30-12-1899 13:49:26,Contract related,4,30
Greg,Y,30-12-1899 00:01:57,ID1893,2021-02-03,Y,30-12-1899 10:16:19,Contract related,4,81
Greg,Y,30-12-1899 00:04:13,ID2020,2021-02-04,Y,30-12-1899 17:09:36,Contract related,4,40
Greg,Y,30-12-1899 00:06:17,ID2140,2021-02-06,Y,30-12-1899 16:45:07,Contract related,4,113
Greg,Y,30-12-1899 00:03:51,ID2425,2021-02-11,Y,30-12-1899 15:11:31,Contract related,4,24
Greg,Y,30-12-1899 00:06:53,ID2564,2021-02-14,Y,30-12-1899 13:50:53,Contract related,4,43
Greg,Y,30-12-1899 00:01:25,ID2919,2021-02-20,Y,30-12-1899 15:11:31,Contract related,4,32
Greg,Y,30-12-1899 00:06:30,ID2933,2021-02-20,Y,30-12-1899 16:16:19,Contract related,4,51
Greg,Y,30-12-1899 00:04:06,ID2875,2021-02-20,Y,30-12-1899 09:24:29,Contract related,4,61
Greg,Y,30-12-1899 00:01:23,ID3054,2021-02-23,Y,30-12-1899 10:24:58,Contract related,4,115
Greg,Y,30-12-1899 00:05:27,ID3245,2021-02-26,Y,30-12-1899 14:54:14,Contract related,4,124
Greg,Y,30-12-1899 00:05:05,ID3372,2021-02-28,Y,30-12-1899 14:48:29,Contract related,4,76
Greg,Y,30-12-1899 00:03:39,ID3488,2021-03-02,Y,30-12-1899 14:57:07,Contract related,4,62
Greg,Y,30-12-1899 00:05:34,ID3587,2021-03-04,Y,30-12-1899 11:09:36,Contract related,4,105
Greg,Y,30-12-1899 00:02:16,ID3861,2021-03-09,Y,30-12-1899 10:13:26,Contract related,4,47
Greg,Y,30-12-1899 00:06:37,ID4159,2021-03-14,Y,30-12-1899 15:17:17,Contract related,4,65
Greg,Y,30-12-1899 00:02:57,ID4275,2021-03-16,Y,30-12-1899 16:36:29,Contract related,4,26
Greg,Y,30-12-1899 00:06:54,ID4418,2021-03-19,Y,30-12-1899 16:33:36,Contract related,4,47
Greg,Y,30-12-1899 00:00:40,ID4978,2021-03-31,Y,30-12-1899 10:13:26,Contract related,4,94
Jim,Y,30-12-1899 00:02:27,ID1079,2021-01-19,Y,30-12-1899 15:34:34,Contract related,4,20
Jim,Y,30-12-1899 00:00:56,ID1517,2021-01-27,Y,30-12-1899 17:42:43,Contract related,4,93
Jim,Y,30-12-1899 00:06:37,ID1473,2021-01-27,Y,30-12-1899 10:43:41,Contract related,4,97
Jim,Y,30-12-1899 00:04:34,ID1649,2021-01-30,Y,30-12-1899 11:26:53,Contract related,4,79
Jim,Y,30-12-1899 00:05:09,ID1840,2021-02-01,Y,30-12-1899 17:39:50,Contract related,4,54
Jim,Y,30-12-1899 00:06:59,ID1848,2021-02-02,Y,30-12-1899 09:44:38,Contract related,4,39
Jim,Y,30-12-1899 00:06:49,ID1989,2021-02-04,Y,30-12-1899 12:38:53,Contract related,4,24
Jim,Y,30-12-1899 00:02:23,ID2052,2021-02-05,Y,30-12-1899 11:42:43,Contract related,4,69
Jim,Y,30-12-1899 00:04:12,ID2236,2021-02-08,Y,30-12-1899 16:17:46,Contract related,4,30
Jim,Y,30-12-1899 00:02:15,ID2412,2021-02-11,Y,30-12-1899 13:37:55,Contract related,4,92
Jim,Y,30-12-1899 00:00:49,ID2728,2021-02-17,Y,30-12-1899 11:24:00,Contract related,4,70
Jim,Y,30-12-1899 00:02:32,ID2759,2021-02-17,Y,30-12-1899 15:46:05,Contract related,4,114
Jim,Y,30-12-1899 00:00:48,ID2820,2021-02-18,Y,30-12-1899 16:00:29,Contract related,4,29
Jim,Y,30-12-1899 00:05:15,ID2858,2021-02-19,Y,30-12-1899 14:52:48,Contract related,4,12
Jim,Y,30-12-1899 00:04:28,ID3006,2021-02-22,Y,30-12-1899 11:29:46,Contract related,4,42
Jim,Y,30-12-1899 00:03:27,ID3225,2021-02-26,Y,30-12-1899 10:45:07,Contract related,4,124
Jim,Y,30-12-1899 00:04:45,ID3349,2021-02-28,Y,30-12-1899 11:34:05,Contract related,4,37
Jim,Y,30-12-1899 00:03:39,ID3411,2021-03-01,Y,30-12-1899 13:10:34,Contract related,4,92
Jim,Y,30-12-1899 00:02:13,ID3565,2021-03-03,Y,30-12-1899 17:22:34,Contract related,4,67
Jim,Y,30-12-1899 00:04:42,ID3596,2021-03-04,Y,30-12-1899 12:00:00,Contract related,4,111
Jim,Y,30-12-1899 00:06:46,ID3706,2021-03-06,Y,30-12-1899 11:02:24,Contract related,4,52
Jim,Y,30-12-1899 00:02:48,ID3735,2021-03-06,Y,30-12-1899 16:27:50,Contract related,4,90
Jim,Y,30-12-1899 00:05:21,ID3796,2021-03-07,Y,30-12-1899 16:46:34,Contract related,4,96
Jim,Y,30-12-1899 00:04:36,ID3853,2021-03-08,Y,30-12-1899 17:51:22,Contract related,4,71
Jim,Y,30-12-1899 00:02:48,ID4050,2021-03-12,Y,30-12-1899 12:57:36,Contract related,4,20
Jim,Y,30-12-1899 00:01:27,ID4142,2021-03-14,Y,30-12-1899 13:00:29,Contract related,4,38
Jim,Y,30-12-1899 00:02:13,ID4255,2021-03-16,Y,30-12-1899 14:09:36,Contract related,4,19
Jim,Y,30-12-1899 00:04:42,ID4360,2021-03-18,Y,30-12-1899 14:52:48,Contract related,4,114
Jim,Y,30-12-1899 00:04:16,ID4617,2021-03-23,Y,30-12-1899 15:33:07,Contract related,4,22
Jim,Y,30-12-1899 00:02:38,ID4850,2021-03-27,Y,30-12-1899 17:35:31,Contract related,4,28
Jim,Y,30-12-1899 00:04:08,ID4943,2021-03-29,Y,30-12-1899 16:10:34,Contract related,4,76
Jim,Y,30-12-1899 00:00:38,ID4936,2021-03-29,Y,30-12-1899 15:36:00,Contract related,4,80
Joe,Y,30-12-1899 00:05:31,ID1359,2021-01-25,Y,30-12-1899 11:54:14,Contract related,4,72
Joe,Y,30-12-1899 00:04:23,ID1468,2021-01-27,Y,30-12-1899 09:41:46,Contract related,4,20
Joe,Y,30-12-1899 00:01:45,ID1491,2021-01-27,Y,30-12-1899 13:52:19,Contract related,4,50
Joe,Y,30-12-1899 00:02:42,ID1716,2021-01-31,Y,30-12-1899 09:08:38,Contract related,4,119
Joe,Y,30-12-1899 00:03:40,ID2194,2021-02-07,Y,30-12-1899 16:30:43,Contract related,4,109
Joe,Y,30-12-1899 00:01:52,ID2430,2021-02-11,Y,30-12-1899 16:29:17,Contract related,4,99
Joe,Y,30-12-1899 00:02:20,ID2469,2021-02-12,Y,30-12-1899 13:24:58,Contract related,4,77
Joe,Y,30-12-1899 00:03:31,ID2447,2021-02-12,Y,30-12-1899 10:26:24,Contract related,4,79
Joe,Y,30-12-1899 00:02:16,ID2615,2021-02-15,Y,30-12-1899 12:07:12,Contract related,4,107
Joe,Y,30-12-1899 00:06:13,ID2754,2021-02-17,Y,30-12-1899 14:32:38,Contract related,4,35
Joe,Y,30-12-1899 00:00:47,ID2785,2021-02-18,Y,30-12-1899 10:16:19,Contract related,4,96
Joe,Y,30-12-1899 00:05:41,ID2877,2021-02-20,Y,30-12-1899 09:33:07,Contract related,4,39
Joe,Y,30-12-1899 00:01:17,ID3033,2021-02-22,Y,30-12-1899 15:48:58,Contract related,4,88
Joe,Y,30-12-1899 00:05:59,ID3158,2021-02-25,Y,30-12-1899 09:15:50,Contract related,4,18
Joe,Y,30-12-1899 00:01:35,ID3651,2021-03-05,Y,30-12-1899 12:31:41,Contract related,4,72
Joe,Y,30-12-1899 00:06:24,ID3976,2021-03-11,Y,30-12-1899 12:02:53,Contract related,4,78
Joe,Y,30-12-1899 00:05:11,ID4449,2021-03-20,Y,30-12-1899 13:46:34,Contract related,4,51
Joe,Y,30-12-1899 00:02:47,ID4549,2021-03-22,Y,30-12-1899 11:19:41,Contract related,4,80
Joe,Y,30-12-1899 00:02:44,ID4600,2021-03-23,Y,30-12-1899 11:45:36,Contract related,4,37
Joe,Y,30-12-1899 00:03:07,ID4984,2021-03-31,Y,30-12-1899 11:36:58,Contract related,4,53
Martha,Y,30-12-1899 00:02:25,ID1404,2021-01-26,Y,30-12-1899 09:05:46,Contract related,4,63
Martha,Y,30-12-1899 00:04:21,ID1470,2021-01-27,Y,30-12-1899 09:54:43,Contract related,4,36
Martha,Y,30-12-1899 00:02:50,ID1474,2021-01-27,Y,30-12-1899 10:43:41,Contract related,4,75
Martha,Y,30-12-1899 00:02:43,ID1509,2021-01-27,Y,30-12-1899 16:58:05,Contract related,4,100
Martha,Y,30-12-1899 00:02:37,ID1628,2021-01-29,Y,30-12-1899 17:12:29,Contract related,4,44
Martha,Y,30-12-1899 00:00:45,ID1601,2021-01-29,Y,30-12-1899 13:00:29,Contract related,4,68
Martha,Y,30-12-1899 00:02:03,ID1966,2021-02-04,Y,30-12-1899 10:16:19,Contract related,4,105
Martha,Y,30-12-1899 00:03:24,ID1992,2021-02-04,Y,30-12-1899 13:06:14,Contract related,4,125
Martha,Y,30-12-1899 00:04:54,ID2162,2021-02-07,Y,30-12-1899 10:42:14,Contract related,4,124
Martha,Y,30-12-1899 00:03:47,ID2241,2021-02-08,Y,30-12-1899 16:46:34,Contract related,4,59
Martha,Y,30-12-1899 00:04:35,ID2350,2021-02-10,Y,30-12-1899 16:27:50,Contract related,4,122
Martha,Y,30-12-1899 00:04:17,ID2414,2021-02-11,Y,30-12-1899 13:46:34,Contract related,4,16
Martha,Y,30-12-1899 00:02:18,ID2403,2021-02-11,Y,30-12-1899 12:57:36,Contract related,4,53
Martha,Y,30-12-1899 00:04:45,ID2451,2021-02-12,Y,30-12-1899 10:46:34,Contract related,4,79
Martha,Y,30-12-1899 00:04:29,ID2508,2021-02-13,Y,30-12-1899 12:28:48,Contract related,4,34
Martha,Y,30-12-1899 00:05:31,ID2666,2021-02-16,Y,30-12-1899 11:12:29,Contract related,4,74
Martha,Y,30-12-1899 00:04:03,ID2729,2021-02-17,Y,30-12-1899 11:24:00,Contract related,4,16
Martha,Y,30-12-1899 00:02:01,ID2905,2021-02-20,Y,30-12-1899 12:46:05,Contract related,4,71
Martha,Y,30-12-1899 00:06:23,ID3097,2021-02-23,Y,30-12-1899 17:24:00,Contract related,4,50
Martha,Y,30-12-1899 00:02:17,ID4411,2021-03-19,Y,30-12-1899 15:28:48,Contract related,4,86
Martha,Y,30-12-1899 00:03:10,ID4546,2021-03-22,Y,30-12-1899 10:07:41,Contract related,4,16
Martha,Y,30-12-1899 00:01:45,ID4575,2021-03-22,Y,30-12-1899 15:41:46,Contract related,4,75
Martha,Y,30-12-1899 00:00:31,ID4904,2021-03-29,Y,30-12-1899 11:12:29,Contract related,4,78
Stewart,Y,30-12-1899 00:01:43,ID1358,2021-01-25,Y,30-12-1899 11:48:29,Contract related,4,75
Stewart,Y,30-12-1899 00:04:06,ID1472,2021-01-27,Y,30-12-1899 09:57:36,Contract related,4,40
Stewart,Y,30-12-1899 00:03:04,ID1673,2021-01-30,Y,30-12-1899 14:09:36,Contract related,4,85
Stewart,Y,30-12-1899 00:06:14,ID1761,2021-01-31,Y,30-12-1899 16:09:07,Contract related,4,103
Stewart,Y,30-12-1899 00:05:22,ID1957,2021-02-04,Y,30-12-1899 09:36:00,Contract related,4,102
Stewart,Y,30-12-1899 00:04:51,ID2358,2021-02-10,Y,30-12-1899 17:25:26,Contract related,4,51
Stewart,Y,30-12-1899 00:01:04,ID2373,2021-02-11,Y,30-12-1899 10:12:00,Contract related,4,45
Stewart,Y,30-12-1899 00:03:42,ID2656,2021-02-16,Y,30-12-1899 10:04:48,Contract related,4,100
Stewart,Y,30-12-1899 00:04:56,ID2926,2021-02-20,Y,30-12-1899 15:53:17,Contract related,4,42
Stewart,Y,30-12-1899 00:01:56,ID3153,2021-02-25,Y,30-12-1899 09:10:05,Contract related,4,17
Stewart,Y,30-12-1899 00:04:09,ID3579,2021-03-04,Y,30-12-1899 10:19:12,Contract related,4,37
Stewart,Y,30-12-1899 00:05:04,ID3673,2021-03-05,Y,30-12-1899 16:10:34,Contract related,4,19
Stewart,Y,30-12-1899 00:02:30,ID3836,2021-03-08,Y,30-12-1899 15:04:19,Contract related,4,46
Stewart,Y,30-12-1899 00:01:06,ID3880,2021-03-09,Y,30-12-1899 13:26:24,Contract related,4,100
Stewart,Y,30-12-1899 00:00:59,ID3999,2021-03-11,Y,30-12-1899 14:22:34,Contract related,4,69
Stewart,Y,30-12-1899 00:03:03,ID4455,2021-03-20,Y,30-12-1899 15:41:46,Contract related,4,124
Stewart,Y,30-12-1899 00:05:34,ID4542,2021-03-22,Y,30-12-1899 09:46:05,Contract related,4,24
Stewart,Y,30-12-1899 00:03:19,ID4715,2021-03-25,Y,30-12-1899 13:53:46,Contract related,4,28
Stewart,Y,30-12-1899 00:06:26,ID4751,2021-03-26,Y,30-12-1899 10:14:53,Contract related,4,105
Stewart,Y,30-12-1899 00:04:27,ID4878,2021-03-28,Y,30-12-1899 16:58:05,Contract related,4,18
Stewart,Y,30-12-1899 00:01:22,ID4912,2021-03-29,Y,30-12-1899 12:59:02,Contract related,4,12
Stewart,Y,30-12-1899 00:05:32,ID4988,2021-03-31,Y,30-12-1899 13:19:12,Contract related,4,14
Becky,Y,30-12-1899 00:04:42,ID1767,2021-01-31,Y,30-12-1899 16:56:38,Contract related,5,58
Becky,Y,30-12-1899 00:00:44,ID1887,2021-02-03,Y,30-12-1899 09:41:46,Contract related,5,86
Becky,Y,30-12-1899 00:06:23,ID2113,2021-02-06,Y,30-12-1899 11:32:38,Contract related,5,15
Becky,Y,30-12-1899 00:01:42,ID3032,2021-02-22,Y,30-12-1899 15:41:46,Contract related,5,87
Becky,Y,30-12-1899 00:05:34,ID3143,2021-02-24,Y,30-12-1899 17:28:19,Contract related,5,73
Becky,Y,30-12-1899 00:02:00,ID3431,2021-03-01,Y,30-12-1899 14:16:48,Contract related,5,38
Becky,Y,30-12-1899 00:00:49,ID3424,2021-03-01,Y,30-12-1899 13:37:55,Contract related,5,101
Becky,Y,30-12-1899 00:01:52,ID3442,2021-03-01,Y,30-12-1899 16:33:36,Contract related,5,114
Becky,Y,30-12-1899 00:02:54,ID3535,2021-03-03,Y,30-12-1899 14:08:10,Contract related,5,59
Becky,Y,30-12-1899 00:02:27,ID3695,2021-03-06,Y,30-12-1899 10:00:29,Contract related,5,56
Becky,Y,30-12-1899 00:03:23,ID3733,2021-03-06,Y,30-12-1899 16:10:34,Contract related,5,57
Becky,Y,30-12-1899 00:05:11,ID4100,2021-03-13,Y,30-12-1899 15:00:00,Contract related,5,36
Becky,Y,30-12-1899 00:01:56,ID4259,2021-03-16,Y,30-12-1899 14:13:55,Contract related,5,18
Becky,Y,30-12-1899 00:05:50,ID4761,2021-03-26,Y,30-12-1899 12:24:29,Contract related,5,16
Becky,Y,30-12-1899 00:03:01,ID4951,2021-03-30,Y,30-12-1899 09:25:55,Contract related,5,63
Dan,Y,30-12-1899 00:01:56,ID2031,2021-02-05,Y,30-12-1899 09:37:26,Contract related,5,15
Dan,Y,30-12-1899 00:04:08,ID2134,2021-02-06,Y,30-12-1899 14:52:48,Contract related,5,55
Dan,Y,30-12-1899 00:05:12,ID2215,2021-02-08,Y,30-12-1899 12:11:31,Contract related,5,16
Dan,Y,30-12-1899 00:04:54,ID2386,2021-02-11,Y,30-12-1899 11:55:41,Contract related,5,93
Dan,Y,30-12-1899 00:05:16,ID2470,2021-02-12,Y,30-12-1899 13:24:58,Contract related,5,31
Dan,Y,30-12-1899 00:05:36,ID2547,2021-02-14,Y,30-12-1899 10:52:19,Contract related,5,13
Dan,Y,30-12-1899 00:00:36,ID3208,2021-02-25,Y,30-12-1899 16:40:48,Contract related,5,14
Dan,Y,30-12-1899 00:04:42,ID3204,2021-02-25,Y,30-12-1899 16:04:48,Contract related,5,103
Dan,Y,30-12-1899 00:00:45,ID3263,2021-02-26,Y,30-12-1899 17:35:31,Contract related,5,123
Dan,Y,30-12-1899 00:04:40,ID3946,2021-03-10,Y,30-12-1899 17:05:17,Contract related,5,24
Dan,Y,30-12-1899 00:04:39,ID4329,2021-03-17,Y,30-12-1899 18:00:00,Contract related,5,21
Dan,Y,30-12-1899 00:05:20,ID4507,2021-03-21,Y,30-12-1899 13:30:43,Contract related,5,110
Diane,Y,30-12-1899 00:05:03,ID1249,2021-01-23,Y,30-12-1899 11:35:31,Contract related,5,110
Diane,Y,30-12-1899 00:03:14,ID1464,2021-01-27,Y,30-12-1899 09:10:05,Contract related,5,13
Diane,Y,30-12-1899 00:03:37,ID1686,2021-01-30,Y,30-12-1899 15:51:50,Contract related,5,27
Diane,Y,30-12-1899 00:04:34,ID1656,2021-01-30,Y,30-12-1899 12:23:02,Contract related,5,78
Diane,Y,30-12-1899 00:06:27,ID2170,2021-02-07,Y,30-12-1899 11:25:26,Contract related,5,43
Diane,Y,30-12-1899 00:04:29,ID2708,2021-02-16,Y,30-12-1899 17:52:48,Contract related,5,59
Diane,Y,30-12-1899 00:06:09,ID3132,2021-02-24,Y,30-12-1899 16:23:31,Contract related,5,60
Diane,Y,30-12-1899 00:06:33,ID3307,2021-02-27,Y,30-12-1899 15:00:00,Contract related,5,110
Diane,Y,30-12-1899 00:05:49,ID3328,2021-02-28,Y,30-12-1899 09:07:12,Contract related,5,12
Diane,Y,30-12-1899 00:06:40,ID3875,2021-03-09,Y,30-12-1899 11:48:29,Contract related,5,93
Diane,Y,30-12-1899 00:05:43,ID4160,2021-03-14,Y,30-12-1899 15:17:17,Contract related,5,33
Diane,Y,30-12-1899 00:04:16,ID4133,2021-03-14,Y,30-12-1899 11:09:36,Contract related,5,82
Diane,Y,30-12-1899 00:02:26,ID4309,2021-03-17,Y,30-12-1899 16:20:38,Contract related,5,21
Diane,Y,30-12-1899 00:02:21,ID4291,2021-03-17,Y,30-12-1899 12:43:12,Contract related,5,117
Diane,Y,30-12-1899 00:05:46,ID4440,2021-03-20,Y,30-12-1899 12:12:58,Contract related,5,45
Diane,Y,30-12-1899 00:01:58,ID4685,2021-03-24,Y,30-12-1899 16:17:46,Contract related,5,81
Diane,Y,30-12-1899 00:06:32,ID4888,2021-03-28,Y,30-12-1899 17:58:34,Contract related,5,103
Diane,Y,30-12-1899 00:06:06,ID4894,2021-03-29,Y,30-12-1899 10:04:48,Contract related,5,117
Greg,Y,30-12-1899 00:05:50,ID1371,2021-01-25,Y,30-12-1899 12:21:36,Contract related,5,59
Greg,Y,30-12-1899 00:03:21,ID1784,2021-02-01,Y,30-12-1899 10:07:41,Contract related,5,124
Greg,Y,30-12-1899 00:05:29,ID1937,2021-02-03,Y,30-12-1899 15:24:29,Contract related,5,66
Greg,Y,30-12-1899 00:05:13,ID2511,2021-02-13,Y,30-12-1899 12:53:17,Contract related,5,63
Greg,Y,30-12-1899 00:00:50,ID2492,2021-02-13,Y,30-12-1899 10:10:34,Contract related,5,83
Greg,Y,30-12-1899 00:05:46,ID2703,2021-02-16,Y,30-12-1899 17:31:12,Contract related,5,50
Greg,Y,30-12-1899 00:04:58,ID3368,2021-02-28,Y,30-12-1899 13:40:48,Contract related,5,23
Greg,Y,30-12-1899 00:04:19,ID3629,2021-03-04,Y,30-12-1899 17:15:22,Contract related,5,54
Greg,Y,30-12-1899 00:06:36,ID3892,2021-03-09,Y,30-12-1899 15:43:12,Contract related,5,62
Greg,Y,30-12-1899 00:01:28,ID4765,2021-03-26,Y,30-12-1899 12:50:24,Contract related,5,93
Greg,Y,30-12-1899 00:03:19,ID4826,2021-03-27,Y,30-12-1899 15:23:02,Contract related,5,82
Greg,Y,30-12-1899 00:00:41,ID4798,2021-03-27,Y,30-12-1899 11:09:36,Contract related,5,88
Jim,Y,30-12-1899 00:02:22,ID2415,2021-02-11,Y,30-12-1899 14:03:50,Contract related,5,24
Jim,Y,30-12-1899 00:06:13,ID2381,2021-02-11,Y,30-12-1899 11:12:29,Contract related,5,102
Jim,Y,30-12-1899 00:04:12,ID2572,2021-02-14,Y,30-12-1899 14:51:22,Contract related,5,23
Jim,Y,30-12-1899 00:03:19,ID3344,2021-02-28,Y,30-12-1899 11:00:58,Contract related,5,114
Jim,Y,30-12-1899 00:06:37,ID3954,2021-03-11,Y,30-12-1899 09:40:19,Contract related,5,86
Jim,Y,30-12-1899 00:06:10,ID4553,2021-03-22,Y,30-12-1899 12:05:46,Contract related,5,96
Jim,Y,30-12-1899 00:02:07,ID4618,2021-03-23,Y,30-12-1899 15:33:07,Contract related,5,56
Jim,Y,30-12-1899 00:06:41,ID4641,2021-03-24,Y,30-12-1899 09:12:58,Contract related,5,111
Jim,Y,30-12-1899 00:05:19,ID4736,2021-03-25,Y,30-12-1899 17:35:31,Contract related,5,61
Joe,Y,30-12-1899 00:05:10,ID1086,2021-01-19,Y,30-12-1899 16:40:48,Contract related,5,59
Joe,Y,30-12-1899 00:03:13,ID2235,2021-02-08,Y,30-12-1899 16:17:46,Contract related,5,70
Joe,Y,30-12-1899 00:00:49,ID2410,2021-02-11,Y,30-12-1899 13:30:43,Contract related,5,116
Joe,Y,30-12-1899 00:00:31,ID2532,2021-02-13,Y,30-12-1899 16:50:53,Contract related,5,35
Joe,Y,30-12-1899 00:01:11,ID3676,2021-03-05,Y,30-12-1899 16:13:26,Contract related,5,56
Joe,Y,30-12-1899 00:06:17,ID3899,2021-03-09,Y,30-12-1899 16:59:31,Contract related,5,74
Joe,Y,30-12-1899 00:04:56,ID4270,2021-03-16,Y,30-12-1899 15:43:12,Contract related,5,76
Joe,Y,30-12-1899 00:02:18,ID4656,2021-03-24,Y,30-12-1899 10:52:19,Contract related,5,113
Joe,Y,30-12-1899 00:00:47,ID4780,2021-03-26,Y,30-12-1899 15:41:46,Contract related,5,110
Joe,Y,30-12-1899 00:00:35,ID4972,2021-03-30,Y,30-12-1899 17:25:26,Contract related,5,42
Martha,Y,30-12-1899 00:03:06,ID1038,2021-01-19,Y,30-12-1899 09:36:00,Contract related,5,111
Martha,Y,30-12-1899 00:05:13,ID1347,2021-01-25,Y,30-12-1899 10:10:34,Contract related,5,102
Martha,Y,30-12-1899 00:03:55,ID1543,2021-01-28,Y,30-12-1899 12:46:05,Contract related,5,111
Martha,Y,30-12-1899 00:06:53,ID1680,2021-01-30,Y,30-12-1899 15:00:00,Contract related,5,97
Martha,Y,30-12-1899 00:03:00,ID1808,2021-02-01,Y,30-12-1899 13:37:55,Contract related,5,97
Martha,Y,30-12-1899 00:05:32,ID1911,2021-02-03,Y,30-12-1899 12:40:19,Contract related,5,16
Martha,Y,30-12-1899 00:02:41,ID2023,2021-02-04,Y,30-12-1899 17:47:02,Contract related,5,14
Martha,Y,30-12-1899 00:05:37,ID2338,2021-02-10,Y,30-12-1899 13:46:34,Contract related,5,45
Martha,Y,30-12-1899 00:04:53,ID2543,2021-02-14,Y,30-12-1899 10:24:58,Contract related,5,87
Martha,Y,30-12-1899 00:05:50,ID2917,2021-02-20,Y,30-12-1899 15:07:12,Contract related,5,61
Martha,Y,30-12-1899 00:06:43,ID3092,2021-02-23,Y,30-12-1899 16:40:48,Contract related,5,124
Martha,Y,30-12-1899 00:03:49,ID3141,2021-02-24,Y,30-12-1899 17:16:48,Contract related,5,23
Martha,Y,30-12-1899 00:02:11,ID3298,2021-02-27,Y,30-12-1899 13:07:41,Contract related,5,27
Martha,Y,30-12-1899 00:00:46,ID3341,2021-02-28,Y,30-12-1899 11:00:58,Contract related,5,32
Martha,Y,30-12-1899 00:04:46,ID4195,2021-03-15,Y,30-12-1899 13:33:36,Contract related,5,80
Martha,Y,30-12-1899 00:00:50,ID4464,2021-03-20,Y,30-12-1899 15:56:10,Contract related,5,37
Martha,Y,30-12-1899 00:04:31,ID4960,2021-03-30,Y,30-12-1899 13:33:36,Contract related,5,27
Martha,Y,30-12-1899 00:05:49,ID4989,2021-03-31,Y,30-12-1899 13:22:05,Contract related,5,62
Stewart,Y,30-12-1899 00:06:09,ID1222,2021-01-22,Y,30-12-1899 16:50:53,Contract related,5,33
Stewart,Y,30-12-1899 00:05:44,ID1402,2021-01-25,Y,30-12-1899 17:32:38,Contract related,5,76
Stewart,Y,30-12-1899 00:02:39,ID1736,2021-01-31,Y,30-12-1899 12:00:00,Contract related,5,93
Stewart,Y,30-12-1899 00:06:51,ID1977,2021-02-04,Y,30-12-1899 12:00:00,Contract related,5,105
Stewart,Y,30-12-1899 00:05:16,ID2664,2021-02-16,Y,30-12-1899 11:06:43,Contract related,5,58
Stewart,Y,30-12-1899 00:04:22,ID3456,2021-03-02,Y,30-12-1899 09:44:38,Contract related,5,61
Stewart,Y,30-12-1899 00:03:56,ID3524,2021-03-03,Y,30-12-1899 10:43:41,Contract related,5,38
Stewart,Y,30-12-1899 00:05:10,ID3781,2021-03-07,Y,30-12-1899 14:42:43,Contract related,5,11
Stewart,Y,30-12-1899 00:06:34,ID4051,2021-03-12,Y,30-12-1899 13:29:17,Contract related,5,21
Stewart,Y,30-12-1899 00:05:10,ID4379,2021-03-19,Y,30-12-1899 09:15:50,Contract related,5,30
Stewart,Y,30-12-1899 00:04:09,ID4484,2021-03-21,Y,30-12-1899 10:01:55,Contract related,5,92
Stewart,Y,30-12-1899 00:06:33,ID4537,2021-03-21,Y,30-12-1899 17:42:43,Contract related,5,116
Stewart,Y,30-12-1899 00:04:12,ID4694,2021-03-25,Y,30-12-1899 09:01:26,Contract related,5,75
Stewart,Y,30-12-1899 00:06:01,ID4702,2021-03-25,Y,30-12-1899 10:27:50,Contract related,5,91
Becky,Y,30-12-1899 00:04:27,ID1511,2021-01-27,Y,30-12-1899 17:00:58,Payment related,1,31
Becky,Y,30-12-1899 00:05:57,ID1679,2021-01-30,Y,30-12-1899 15:00:00,Payment related,1,19
Becky,Y,30-12-1899 00:04:47,ID1811,2021-02-01,Y,30-12-1899 13:50:53,Payment related,1,97
Becky,Y,30-12-1899 00:06:59,ID1934,2021-02-03,Y,30-12-1899 14:45:36,Payment related,1,59
Becky,Y,30-12-1899 00:05:04,ID1968,2021-02-04,Y,30-12-1899 10:33:36,Payment related,1,45
Becky,Y,30-12-1899 00:03:09,ID2970,2021-02-21,Y,30-12-1899 13:35:02,Payment related,1,125
Becky,Y,30-12-1899 00:01:43,ID3547,2021-03-03,Y,30-12-1899 15:33:07,Payment related,1,36
Becky,Y,30-12-1899 00:05:04,ID4877,2021-03-28,Y,30-12-1899 16:58:05,Payment related,1,119
